Date,State,Cases,Deaths
3/10/2020,South Dakota,5,1
3/10/2020,Tennessee,7,0
3/10/2020,Texas,31,0
3/10/2020,Utah,4,0
3/10/2020,Vermont,1,0
3/10/2020,Virginia,8,0
3/10/2020,Washington,279,24
3/10/2020,Wisconsin,3,0
3/11/2020,Arizona,9,0
3/11/2020,Arkansas,1,0
3/11/2020,California,202,4
3/11/2020,Colorado,34,0
3/11/2020,Connecticut,3,0
3/11/2020,Delaware,1,0
3/11/2020,District of Columbia,10,0
3/11/2020,Florida,26,2
3/11/2020,Georgia,31,0
3/11/2020,Hawaii,2,0
3/11/2020,Illinois,25,0
3/11/2020,Indiana,11,0
3/11/2020,Iowa,14,0
3/11/2020,Kansas,1,0
3/11/2020,Kentucky,7,0
3/11/2020,Louisiana,13,0
3/11/2020,Maryland,13,0
3/11/2020,Massachusetts,95,0
3/11/2020,Michigan,2,0
3/11/2020,Minnesota,5,0
3/11/2020,Mississippi,1,0
3/11/2020,Missouri,1,0
3/11/2020,Nebraska,23,0
3/11/2020,Nevada,7,0
3/11/2020,New Hampshire,5,0
3/11/2020,New Jersey,23,1
3/11/2020,New Mexico,4,0
3/11/2020,New York,217,0
3/11/2020,North Carolina,8,0
3/11/2020,North Dakota,1,0
3/11/2020,Ohio,4,0
3/11/2020,Oklahoma,2,0
3/11/2020,Oregon,20,0
3/11/2020,Pennsylvania,16,0
3/11/2020,Rhode Island,5,0
3/11/2020,South Carolina,10,0
3/11/2020,South Dakota,8,1
3/11/2020,Tennessee,8,0
3/11/2020,Texas,33,0
3/11/2020,Utah,5,0
3/11/2020,Vermont,2,0
3/11/2020,Virginia,10,0
3/11/2020,Washington,338,29
3/11/2020,Wisconsin,6,0
3/11/2020,Wyoming,1,0
3/12/2020,Alaska,1,0
3/12/2020,Arizona,9,0
3/12/2020,Arkansas,6,0
3/12/2020,California,252,4
3/12/2020,Colorado,49,1
3/12/2020,Connecticut,6,0
3/12/2020,Delaware,4,0
3/12/2020,District of Columbia,10,0
3/12/2020,Florida,46,2
3/12/2020,Georgia,31,1
3/12/2020,Hawaii,2,0
3/12/2020,Illinois,32,0
3/12/2020,Indiana,12,0
3/12/2020,Iowa,16,0
3/12/2020,Kansas,5,1
3/12/2020,Kentucky,11,0
3/12/2020,Louisiana,14,0
3/12/2020,Maine,1,0
3/12/2020,Maryland,13,0
3/12/2020,Massachusetts,108,0
3/12/2020,Michigan,12,0
3/12/2020,Minnesota,9,0
3/12/2020,Mississippi,1,0
3/12/2020,Missouri,2,0
3/12/2020,Nebraska,24,0
3/12/2020,Nevada,11,0
3/12/2020,New Hampshire,6,0
3/12/2020,New Jersey,29,1
3/12/2020,New Mexico,6,0
3/12/2020,New York,326,0
3/12/2020,North Carolina,16,0
3/12/2020,North Dakota,1,0
3/12/2020,Ohio,5,0
3/12/2020,Oklahoma,2,0
3/12/2020,Oregon,30,0
3/12/2020,Pennsylvania,22,0
3/12/2020,Rhode Island,5,0
3/12/2020,South Carolina,12,0
3/12/2020,South Dakota,8,1
3/12/2020,Tennessee,18,0
3/12/2020,Texas,41,0
3/12/2020,Utah,7,0
3/12/2020,Vermont,2,0
3/12/2020,Virginia,17,0
3/12/2020,Washington,419,32
3/12/2020,Wisconsin,8,0
3/12/2020,Wyoming,1,0
3/13/2020,Alabama,6,0
3/13/2020,Alaska,1,0
3/13/2020,Arizona,9,0
3/13/2020,Arkansas,7,0
3/13/2020,California,320,5
3/13/2020,Colorado,78,2
3/13/2020,Connecticut,11,0
3/13/2020,Delaware,4,0
3/13/2020,District of Columbia,10,0
3/13/2020,Florida,70,2
3/13/2020,Georgia,41,1
3/13/2020,Hawaii,2,0
3/13/2020,Idaho,1,0
3/13/2020,Illinois,46,0
3/13/2020,Indiana,12,0
3/13/2020,Iowa,17,0
3/13/2020,Kansas,6,1
3/13/2020,Kentucky,11,0
3/13/2020,Louisiana,36,0
3/13/2020,Maine,2,0
3/13/2020,Maryland,18,0
3/13/2020,Massachusetts,123,0
3/13/2020,Michigan,25,0
3/13/2020,Minnesota,14,0
3/13/2020,Mississippi,6,0
3/13/2020,Missouri,4,0
3/13/2020,Montana,4,0
3/13/2020,Nebraska,27,0
3/13/2020,Nevada,19,0
3/13/2020,New Hampshire,7,0
3/13/2020,New Jersey,50,1
3/13/2020,New Mexico,10,0
3/13/2020,New York,421,0
3/13/2020,North Carolina,18,0
3/13/2020,North Dakota,1,0
3/13/2020,Ohio,13,0
3/13/2020,Oklahoma,3,0
3/13/2020,Oregon,30,0
3/13/2020,Pennsylvania,41,0
3/13/2020,Rhode Island,20,0
3/13/2020,South Carolina,13,0
3/13/2020,South Dakota,9,1
3/13/2020,Tennessee,26,0
3/13/2020,Texas,58,0
3/13/2020,Utah,7,0
3/13/2020,Vermont,2,0
3/13/2020,Virginia,30,0
3/13/2020,Washington,511,37
3/13/2020,Wisconsin,19,0
3/13/2020,Wyoming,2,0
3/14/2020,Alabama,12,0
3/14/2020,Alaska,1,0
3/14/2020,Arizona,12,0
3/14/2020,Arkansas,9,0
3/14/2020,California,381,5
3/14/2020,Colorado,103,2
3/14/2020,Connecticut,20,0
3/14/2020,Delaware,4,0
3/14/2020,District of Columbia,16,0
3/14/2020,Florida,70,3
3/14/2020,Georgia,65,1
3/14/2020,Hawaii,4,0
3/14/2020,Idaho,5,0
3/14/2020,Illinois,66,0
3/14/2020,Indiana,15,0
3/14/2020,Iowa,18,0
3/14/2020,Kansas,8,1
3/14/2020,Kentucky,18,0
3/14/2020,Louisiana,77,1
3/14/2020,Maine,3,0
3/14/2020,Maryland,27,0
3/14/2020,Massachusetts,138,0
3/14/2020,Michigan,33,0
3/14/2020,Minnesota,21,0
3/14/2020,Mississippi,6,0
3/14/2020,Missouri,5,0
3/14/2020,Montana,6,0
3/14/2020,Nebraska,29,0
3/14/2020,Nevada,21,0
3/14/2020,New Hampshire,7,0
3/14/2020,New Jersey,75,2
3/14/2020,New Mexico,13,0
3/14/2020,New York,610,2
3/14/2020,North Carolina,25,0
3/14/2020,North Dakota,1,0
3/14/2020,Ohio,26,0
3/14/2020,Oklahoma,4,0
3/14/2020,Oregon,36,1
3/14/2020,Pennsylvania,47,0
3/14/2020,Rhode Island,20,0
3/14/2020,South Carolina,19,0
3/14/2020,South Dakota,9,1
3/14/2020,Tennessee,32,0
3/14/2020,Texas,69,0
3/14/2020,Utah,21,0
3/14/2020,Vermont,5,0
3/14/2020,Virginia,42,1
3/14/2020,Washington,609,40
3/14/2020,Wisconsin,27,0
3/14/2020,Wyoming,3,0
3/15/2020,Alabama,23,0
3/15/2020,Alaska,1,0
3/15/2020,Arizona,13,0
3/15/2020,Arkansas,16,0
3/15/2020,California,478,6
3/15/2020,Colorado,136,2
3/15/2020,Connecticut,26,0
3/15/2020,Delaware,7,0
3/15/2020,District of Columbia,17,0
3/15/2020,Florida,109,3
3/15/2020,Georgia,97,1
3/15/2020,Hawaii,7,0
3/15/2020,Idaho,5,0
3/15/2020,Illinois,94,0
3/15/2020,Indiana,19,0
3/15/2020,Iowa,22,0
3/15/2020,Kansas,9,1
3/15/2020,Kentucky,21,0
3/15/2020,Louisiana,103,2
3/15/2020,Maine,12,0
3/15/2020,Maryland,32,0
3/15/2020,Massachusetts,164,0
3/15/2020,Michigan,53,0
3/15/2020,Minnesota,35,0
3/15/2020,Mississippi,10,0
3/15/2020,Missouri,5,0
3/15/2020,Montana,6,0
3/15/2020,Nebraska,31,0
3/15/2020,Nevada,26,0
3/15/2020,New Hampshire,13,0
3/15/2020,New Jersey,98,2
3/15/2020,New Mexico,17,0
3/15/2020,New York,732,6
3/15/2020,North Carolina,32,0
3/15/2020,North Dakota,1,0
3/15/2020,Ohio,37,0
3/15/2020,Oklahoma,8,0
3/15/2020,Oregon,39,1
3/15/2020,Pennsylvania,68,0
3/15/2020,Rhode Island,20,0
3/15/2020,South Carolina,28,0
3/15/2020,South Dakota,9,1
3/15/2020,Tennessee,39,0
3/15/2020,Texas,80,0
3/15/2020,Utah,29,0
3/15/2020,Vermont,8,0
3/15/2020,Virginia,45,1
3/15/2020,Washington,675,42
3/15/2020,Wisconsin,33,0
3/15/2020,Wyoming,3,0
3/16/2020,Alabama,29,0
3/16/2020,Alaska,3,0
3/16/2020,Arizona,18,0
3/16/2020,Arkansas,22,0
3/16/2020,California,588,11
3/16/2020,Colorado,161,2
3/16/2020,Connecticut,41,0
3/16/2020,Delaware,8,0
3/16/2020,District of Columbia,22,0
3/16/2020,Florida,141,4
3/16/2020,Georgia,118,1
3/16/2020,Hawaii,10,0
3/16/2020,Idaho,5,0
3/16/2020,Illinois,104,0
3/16/2020,Indiana,24,1
3/16/2020,Iowa,22,0
3/16/2020,Kansas,11,1
3/16/2020,Kentucky,22,1
3/16/2020,Louisiana,137,3
3/16/2020,Maine,17,0
3/16/2020,Maryland,39,0
3/16/2020,Massachusetts,197,0
3/16/2020,Michigan,54,0
3/16/2020,Minnesota,54,0
3/16/2020,Mississippi,12,0
3/16/2020,Missouri,9,0
3/16/2020,Montana,8,0
3/16/2020,Nebraska,33,0
3/16/2020,Nevada,45,1
3/16/2020,New Hampshire,17,0
3/16/2020,New Jersey,176,3
3/16/2020,New Mexico,21,0
3/16/2020,New York,950,10
3/16/2020,North Carolina,34,0
3/16/2020,North Dakota,1,0
3/16/2020,Ohio,50,0
3/16/2020,Oklahoma,10,0
3/16/2020,Oregon,46,1
3/16/2020,Pennsylvania,81,0
3/16/2020,Rhode Island,21,0
3/16/2020,South Carolina,33,1
3/16/2020,South Dakota,10,1
3/16/2020,Tennessee,52,0
3/16/2020,Texas,87,1
3/16/2020,Utah,40,0
3/16/2020,Vermont,12,0
3/16/2020,Virginia,51,1
3/16/2020,Washington,794,48
3/16/2020,Wisconsin,47,0
3/16/2020,Wyoming,10,0
3/17/2020,Alabama,39,0
3/17/2020,Alaska,6,0
3/17/2020,Arizona,20,0
3/17/2020,Arkansas,22,0
3/17/2020,California,732,14
3/17/2020,Colorado,183,3
3/17/2020,Connecticut,68,0
3/17/2020,Delaware,16,0
3/17/2020,District of Columbia,31,0
3/17/2020,Florida,210,6
3/17/2020,Georgia,142,1
3/17/2020,Hawaii,14,0
3/17/2020,Idaho,9,0
3/17/2020,Illinois,159,1
3/17/2020,Indiana,30,2
3/17/2020,Iowa,29,0
3/17/2020,Kansas,17,1
3/17/2020,Kentucky,26,1
3/17/2020,Louisiana,196,5
3/17/2020,Maine,32,0
3/17/2020,Maryland,57,0
3/17/2020,Massachusetts,218,0
3/17/2020,Michigan,65,0
3/17/2020,Minnesota,60,0
3/17/2020,Mississippi,21,0
3/17/2020,Missouri,16,0
3/17/2020,Montana,8,0
3/17/2020,Nebraska,36,0
3/17/2020,Nevada,55,1
3/17/2020,New Hampshire,26,0
3/17/2020,New Jersey,268,3
3/17/2020,New Mexico,23,0
3/17/2020,New York,1375,18
3/17/2020,North Carolina,42,0
3/17/2020,North Dakota,5,0
3/17/2020,Ohio,67,0
3/17/2020,Oklahoma,18,0
3/17/2020,Oregon,66,2
3/17/2020,Pennsylvania,101,0
3/17/2020,Rhode Island,23,0
3/17/2020,South Carolina,47,1
3/17/2020,South Dakota,11,1
3/17/2020,Tennessee,73,0
3/17/2020,Texas,106,1
3/17/2020,Utah,51,0
3/17/2020,Vermont,14,0
3/17/2020,Virginia,67,2
3/17/2020,Washington,908,54
3/17/2020,West Virginia,1,0
3/17/2020,Wisconsin,72,0
3/17/2020,Wyoming,15,0
3/18/2020,Alabama,51,0
3/18/2020,Alaska,9,0
3/18/2020,Arizona,28,0
3/18/2020,Arkansas,33,0
3/18/2020,California,893,17
3/18/2020,Colorado,216,3
3/18/2020,Connecticut,96,1
3/18/2020,Delaware,26,0
3/18/2020,District of Columbia,36,0
3/18/2020,Florida,326,7
3/18/2020,Georgia,193,3
3/18/2020,Hawaii,16,0
3/18/2020,Idaho,11,0
3/18/2020,Illinois,286,1
3/18/2020,Indiana,39,2
3/18/2020,Iowa,38,0
3/18/2020,Kansas,22,1
3/18/2020,Kentucky,35,1
3/18/2020,Louisiana,280,7
3/18/2020,Maine,43,0
3/18/2020,Maryland,85,1
3/18/2020,Massachusetts,256,0
3/18/2020,Michigan,80,1
3/18/2020,Minnesota,77,0
3/18/2020,Mississippi,34,0
